stage,seed,fold,validation_ma_st_rae,validation_point_ma_st_rae,validation_rmse,generations,hidden_channels,ca_lr,ridge,ca_l2,gradient_clip,batch_molecules,update_scale,init_scale,initial_noise,support_fraction,bond_temperature,dyn_a,dyn_b,dyn_c,dyn_d,atom_feature_profile,trajectory_pooling,ridge_mode
stage2,1701,1,0.9361555255133294,0.9328572188949947,0.9217667579650879,16,4,0.001,0.01,0.0001,2.0,64,0.08,1.5,0.005,0.75,0.5,0.2,0.8,0.8,0.05,electronic_local,multiscale,shared
stage2,1701,2,0.9094038466807721,0.9053311969291524,0.9019625186920166,16,4,0.001,0.01,0.0001,2.0,64,0.08,1.5,0.005,0.75,0.5,0.2,0.8,0.8,0.05,electronic_local,multiscale,shared
stage2,1701,0,0.9076831478635429,0.9031885992125077,0.8293079137802124,500,8,0.0003,0.01,0.0001,1.0,128,0.08,1.0,0.01,0.85,1.0,0.2,0.5,0.5,0.05,periodic_valence,multiscale,shared
stage2,1701,1,0.9250970754516982,0.9211292432811924,0.891704797744751,500,8,0.0003,0.01,0.0001,1.0,128,0.08,1.0,0.01,0.85,1.0,0.2,0.5,0.5,0.05,periodic_valence,multiscale,shared
stage2,1701,2,inf,inf,0.893753170967102,500,8,0.0003,0.01,0.0001,1.0,128,0.08,1.0,0.01,0.85,1.0,0.2,0.5,0.5,0.05,periodic_valence,multiscale,shared
stage2,1701,0,0.902123511048044,0.8968148042423584,0.8149756789207458,125,8,0.0003,0.01,0.0001,1.0,64,0.08,1.0,0.01,0.6,0.5,0.5,0.5,0.5,0.15,valence,multiscale,shared
stage2,1701,1,0.9182427964483186,0.9145212157398508,0.8931900262832642,125,8,0.0003,0.01,0.0001,1.0,64,0.08,1.0,0.01,0.6,0.5,0.5,0.5,0.5,0.15,valence,multiscale,shared
stage2,1701,2,0.8635139558234373,0.8589592928369792,0.8713597059249878,125,8,0.0003,0.01,0.0001,1.0,64,0.08,1.0,0.01,0.6,0.5,0.5,0.5,0.5,0.15,valence,multiscale,shared
confirmation,1701,0,0.8571411066420976,0.8558491613002792,0.7903684377670288,64,16,0.003,1.0,1e-06,1.0,64,0.08,1.0,0.005,0.6,0.5,0.5,0.8,0.8,0.05,local_environment,multiscale,shared
confirmation,1701,1,0.8645814602903774,0.8617326139145213,0.8680239319801331,64,16,0.003,1.0,1e-06,1.0,64,0.08,1.0,0.005,0.6,0.5,0.5,0.8,0.8,0.05,local_environment,multiscale,shared
confirmation,1701,2,0.8447385644577833,0.8426699664593144,0.844826340675354,64,16,0.003,1.0,1e-06,1.0,64,0.08,1.0,0.005,0.6,0.5,0.5,0.8,0.8,0.05,local_environment,multiscale,shared
confirmation,1701,3,0.8923766563468585,0.8899989539884506,0.8769808411598206,64,16,0.003,1.0,1e-06,1.0,64,0.08,1.0,0.005,0.6,0.5,0.5,0.8,0.8,0.05,local_environment,multiscale,shared
confirmation,1701,4,0.8769697966585727,0.8749582410713255,0.8860120177268982,64,16,0.003,1.0,1e-06,1.0,64,0.08,1.0,0.005,0.6,0.5,0.5,0.8,0.8,0.05,local_environment,multiscale,shared
confirmation,2909,0,0.8728373107692864,0.867995569557709,0.8064786195755005,64,16,0.003,1.0,1e-06,1.0,64,0.08,1.0,0.005,0.6,0.5,0.5,0.8,0.8,0.05,local_environment,multiscale,shared
confirmation,2909,1,0.9030305771208448,0.900247356400103,0.884218692779541,64,16,0.003,1.0,1e-06,1.0,64,0.08,1.0,0.005,0.6,0.5,0.5,0.8,0.8,0.05,local_environment,multiscale,shared
confirmation,2909,2,0.8350137431646866,0.8315918582292025,0.8388811349868774,64,16,0.003,1.0,1e-06,1.0,64,0.08,1.0,0.005,0.6,0.5,0.5,0.8,0.8,0.05,local_environment,multiscale,shared
confirmation,2909,3,0.9080779878958267,0.9030282007797878,0.8804237246513367,64,16,0.003,1.0,1e-06,1.0,64,0.08,1.0,0.005,0.6,0.5,0.5,0.8,0.8,0.05,local_environment,multiscale,shared
confirmation,2909,4,0.8980296406311211,0.8943224555056678,0.8972709774971008,64,16,0.003,1.0,1e-06,1.0,64,0.08,1.0,0.005,0.6,0.5,0.5,0.8,0.8,0.05,local_environment,multiscale,shared
confirmation,4211,0,0.8628366366540097,0.859315249309106,0.7967655062675476,64,16,0.003,1.0,1e-06,1.0,64,0.08,1.0,0.005,0.6,0.5,0.5,0.8,0.8,0.05,local_environment,multiscale,shared
confirmation,4211,1,0.8828710990355396,0.8804516702265267,0.8716985583305359,64,16,0.003,1.0,1e-06,1.0,64,0.08,1.0,0.005,0.6,0.5,0.5,0.8,0.8,0.05,local_environment,multiscale,shared
confirmation,4211,2,0.8524057368438284,0.8483131957840698,0.8407836556434631,64,16,0.003,1.0,1e-06,1.0,64,0.08,1.0,0.005,0.6,0.5,0.5,0.8,0.8,0.05,local_environment,multiscale,shared
confirmation,4211,3,0.9057240195836957,0.9009862568204388,0.8943105936050415,64,16,0.003,1.0,1e-06,1.0,64,0.08,1.0,0.005,0.6,0.5,0.5,0.8,0.8,0.05,local_environment,multiscale,shared
confirmation,4211,4,0.8742659253747976,0.8695447063810668,0.8720177412033081,64,16,0.003,1.0,1e-06,1.0,64,0.08,1.0,0.005,0.6,0.5,0.5,0.8,0.8,0.05,local_environment,multiscale,shared
confirmation,1701,0,0.8590776805811566,0.8563266921157755,0.8070542216300964,16,4,0.0003,0.1,1e-06,1.0,64,0.25,1.0,0.005,0.85,1.0,0.5,0.2,0.8,0.15,local_environment,multiscale,per_endpoint
confirmation,1701,1,0.891201769963694,0.8884142518197999,0.8807397484779358,16,4,0.0003,0.1,1e-06,1.0,64,0.25,1.0,0.005,0.85,1.0,0.5,0.2,0.8,0.15,local_environment,multiscale,per_endpoint
confirmation,1701,2,0.8630021297000171,0.860151097465217,0.8552466034889221,16,4,0.0003,0.1,1e-06,1.0,64,0.25,1.0,0.005,0.85,1.0,0.5,0.2,0.8,0.15,local_environment,multiscale,per_endpoint
confirmation,1701,3,0.8955348767521017,0.8926536618198613,0.8821885585784912,16,4,0.0003,0.1,1e-06,1.0,64,0.25,1.0,0.005,0.85,1.0,0.5,0.2,0.8,0.15,local_environment,multiscale,per_endpoint
confirmation,1701,4,0.9003684238630608,0.8977666010908316,0.9107561111450195,16,4,0.0003,0.1,1e-06,1.0,64,0.25,1.0,0.005,0.85,1.0,0.5,0.2,0.8,0.15,local_environment,multiscale,per_endpoint
confirmation,2909,0,0.8765426549690649,0.8736406486596905,0.8205263018608093,16,4,0.0003,0.1,1e-06,1.0,64,0.25,1.0,0.005,0.85,1.0,0.5,0.2,0.8,0.15,local_environment,multiscale,per_endpoint
confirmation,2909,1,0.9076145920125328,0.9045292155562791,0.9054528474807739,16,4,0.0003,0.1,1e-06,1.0,64,0.25,1.0,0.005,0.85,1.0,0.5,0.2,0.8,0.15,local_environment,multiscale,per_endpoint
confirmation,2909,2,0.8767052527368021,0.8733531776177891,0.8841508030891418,16,4,0.0003,0.1,1e-06,1.0,64,0.25,1.0,0.005,0.85,1.0,0.5,0.2,0.8,0.15,local_environment,multiscale,per_endpoint
confirmation,2909,3,0.9471097350214893,0.9438686623289037,0.9212705492973328,16,4,0.0003,0.1,1e-06,1.0,64,0.25,1.0,0.005,0.85,1.0,0.5,0.2,0.8,0.15,local_environment,multiscale,per_endpoint
confirmation,2909,4,0.9476496542033406,0.9435408732356563,0.9354247450828552,16,4,0.0003,0.1,1e-06,1.0,64,0.25,1.0,0.005,0.85,1.0,0.5,0.2,0.8,0.15,local_environment,multiscale,per_endpoint
confirmation,4211,0,0.8606359183875479,0.8574463418860466,0.8199644684791565,16,4,0.0003,0.1,1e-06,1.0,64,0.25,1.0,0.005,0.85,1.0,0.5,0.2,0.8,0.15,local_environment,multiscale,per_endpoint
confirmation,4211,1,0.8531588730438786,0.8504423760428201,0.8722164630889893,16,4,0.0003,0.1,1e-06,1.0,64,0.25,1.0,0.005,0.85,1.0,0.5,0.2,0.8,0.15,local_environment,multiscale,per_endpoint
confirmation,4211,2,0.8549690173158002,0.8502887087466239,0.8685279488563538,16,4,0.0003,0.1,1e-06,1.0,64,0.25,1.0,0.005,0.85,1.0,0.5,0.2,0.8,0.15,local_environment,multiscale,per_endpoint
confirmation,4211,3,0.9225490590779256,0.9175155075546633,0.9238470196723938,16,4,0.0003,0.1,1e-06,1.0,64,0.25,1.0,0.005,0.85,1.0,0.5,0.2,0.8,0.15,local_environment,multiscale,per_endpoint
confirmation,4211,4,0.9330333213485573,0.9279134721131224,0.9166641235351562,16,4,0.0003,0.1,1e-06,1.0,64,0.25,1.0,0.005,0.85,1.0,0.5,0.2,0.8,0.15,local_environment,multiscale,per_endpoint
