stage,seed,fold,validation_ma_st_rae,validation_point_ma_st_rae,validation_rmse,generations,hidden_channels,ca_lr,ridge,ca_l2,gradient_clip,batch_molecules,update_scale,init_scale,initial_noise,support_fraction,bond_temperature,dyn_a,dyn_b,dyn_c,dyn_d,atom_feature_profile,trajectory_pooling,ridge_mode
stage2,1701,0,0.8459158801684102,0.8417082369465552,0.7977253198623657,32,16,0.003,0.1,0.0001,1.0,64,0.25,0.5,0.01,0.85,1.0,0.2,0.5,0.2,0.15,electronic_local,multiscale,shared
stage2,1701,1,0.8808500538829876,0.8774877813715753,0.8756896257400513,32,16,0.003,0.1,0.0001,1.0,64,0.25,0.5,0.01,0.85,1.0,0.2,0.5,0.2,0.15,electronic_local,multiscale,shared
stage2,1701,2,0.8300842492405432,0.8254222684221995,0.8535357713699341,32,16,0.003,0.1,0.0001,1.0,64,0.25,0.5,0.01,0.85,1.0,0.2,0.5,0.2,0.15,electronic_local,multiscale,shared
stage2,1701,0,0.9015295652699744,0.8978101152312166,0.8286027312278748,16,4,0.001,0.01,0.0001,2.0,64,0.08,1.5,0.005,0.75,0.5,0.2,0.8,0.8,0.05,electronic_local,multiscale,shared
stage2,1701,1,0.9091521873925758,0.9045957224546843,0.8935161232948303,16,4,0.001,0.01,0.0001,2.0,64,0.08,1.5,0.005,0.75,0.5,0.2,0.8,0.8,0.05,electronic_local,multiscale,shared
stage2,1701,2,0.8768026044845397,0.8724074234447345,0.8879087567329407,16,4,0.001,0.01,0.0001,2.0,64,0.08,1.5,0.005,0.75,0.5,0.2,0.8,0.8,0.05,electronic_local,multiscale,shared
stage2,1701,0,0.8444064747123194,0.8412392437340942,0.8031008243560791,125,16,0.001,1.0,1e-05,1.0,128,0.25,0.5,0.01,0.85,1.0,0.2,0.8,0.2,0.05,periodic,multiscale,shared
stage2,1701,1,0.8795532305501046,0.8749356440183201,0.8749000430107117,125,16,0.001,1.0,1e-05,1.0,128,0.25,0.5,0.01,0.85,1.0,0.2,0.8,0.2,0.05,periodic,multiscale,shared
stage2,1701,2,0.8508299206577754,0.8454677748727064,0.8561709523200989,125,16,0.001,1.0,1e-05,1.0,128,0.25,0.5,0.01,0.85,1.0,0.2,0.8,0.2,0.05,periodic,multiscale,shared
confirmation,1701,0,0.8077317314703765,0.8056822348348567,0.7734942436218262,32,16,0.003,1.0,1e-06,2.0,64,0.08,0.5,0.0,0.6,2.0,0.2,0.2,0.8,0.15,electronic_local,multiscale,shared
confirmation,1701,1,0.8497469366165478,0.847527051772522,0.8565217852592468,32,16,0.003,1.0,1e-06,2.0,64,0.08,0.5,0.0,0.6,2.0,0.2,0.2,0.8,0.15,electronic_local,multiscale,shared
confirmation,1701,2,0.8163735020801753,0.8141007802803275,0.8291512131690979,32,16,0.003,1.0,1e-06,2.0,64,0.08,0.5,0.0,0.6,2.0,0.2,0.2,0.8,0.15,electronic_local,multiscale,shared
confirmation,1701,3,0.8717369977000774,0.8688473166689229,0.8725118041038513,32,16,0.003,1.0,1e-06,2.0,64,0.08,0.5,0.0,0.6,2.0,0.2,0.2,0.8,0.15,electronic_local,multiscale,shared
confirmation,1701,4,0.8960920925788057,0.8928184554251691,0.8901229500770569,32,16,0.003,1.0,1e-06,2.0,64,0.08,0.5,0.0,0.6,2.0,0.2,0.2,0.8,0.15,electronic_local,multiscale,shared
confirmation,2909,0,0.8258870677972544,0.8224244769497012,0.7870746850967407,32,16,0.003,1.0,1e-06,2.0,64,0.08,0.5,0.0,0.6,2.0,0.2,0.2,0.8,0.15,electronic_local,multiscale,shared
confirmation,2909,1,0.8465609747552592,0.8445255821425426,0.8642057180404663,32,16,0.003,1.0,1e-06,2.0,64,0.08,0.5,0.0,0.6,2.0,0.2,0.2,0.8,0.15,electronic_local,multiscale,shared
confirmation,2909,2,0.8226718777541246,0.8193641672576767,0.8290621042251587,32,16,0.003,1.0,1e-06,2.0,64,0.08,0.5,0.0,0.6,2.0,0.2,0.2,0.8,0.15,electronic_local,multiscale,shared
confirmation,2909,3,0.8965584494761807,0.8924713510790245,0.8823114633560181,32,16,0.003,1.0,1e-06,2.0,64,0.08,0.5,0.0,0.6,2.0,0.2,0.2,0.8,0.15,electronic_local,multiscale,shared
confirmation,2909,4,0.8997111119614358,0.8958969362702092,0.8931422829627991,32,16,0.003,1.0,1e-06,2.0,64,0.08,0.5,0.0,0.6,2.0,0.2,0.2,0.8,0.15,electronic_local,multiscale,shared
confirmation,4211,0,0.8303766476579996,0.8273477960019711,0.773309051990509,32,16,0.003,1.0,1e-06,2.0,64,0.08,0.5,0.0,0.6,2.0,0.2,0.2,0.8,0.15,electronic_local,multiscale,shared
confirmation,4211,1,0.8542995990647761,0.8521465648807087,0.8589277863502502,32,16,0.003,1.0,1e-06,2.0,64,0.08,0.5,0.0,0.6,2.0,0.2,0.2,0.8,0.15,electronic_local,multiscale,shared
confirmation,4211,2,0.8189903894578628,0.8153895338132962,0.8226200342178345,32,16,0.003,1.0,1e-06,2.0,64,0.08,0.5,0.0,0.6,2.0,0.2,0.2,0.8,0.15,electronic_local,multiscale,shared
confirmation,4211,3,0.8653196157852808,0.8613170212613125,0.8754077553749084,32,16,0.003,1.0,1e-06,2.0,64,0.08,0.5,0.0,0.6,2.0,0.2,0.2,0.8,0.15,electronic_local,multiscale,shared
confirmation,4211,4,0.87814758515172,0.8731750337649306,0.8775845766067505,32,16,0.003,1.0,1e-06,2.0,64,0.08,0.5,0.0,0.6,2.0,0.2,0.2,0.8,0.15,electronic_local,multiscale,shared
confirmation,1701,0,0.8236752648355741,0.821263096758506,0.7844260931015015,32,16,0.003,0.1,0.0001,1.0,64,0.25,0.5,0.01,0.85,1.0,0.2,0.5,0.2,0.15,electronic_local,multiscale,shared
